date,ticker,signal_et,direction,entry_open,exit_open,vwap_distance_bps,rolling_vwap_distance_mean,signal_range_bps,rolling_signal_range_mean,rel_volume20,rolling_rel_volume20_mean,net_bps_2,net_bps_4,mfe_bps,mae_bps
2026-09-23,GLD,2026-09-23T10:17:00-04:00,1,392.41,392.19,29.432391657256456,24.40880022042922,16.567685366910556,8.535044836438965,1.6168275402045789,1.2875527967061802,-7.606381081012524,-9.606381081012524,10.193420147295296,6.370887592059837
